0,1182,43
1,1167,58
2,1147,78
3,1133,92
4,1119,106
5,1106,119
6,1094,131
7,1083,142
8,1075,150
9,1063,162
10,1047,178
11,1041,184
12,1034,191
13,1027,198
14,1023,202
15,1014,211
16,1005,220
17,1002,223
18,997,228
19,987,238
20,974,251
21,963,262
22,957,268
23,945,280
24,936,289
25,928,297
26,920,305
27,915,310
28,905,320
29,892,333
30,878,347
31,872,353
32,864,361
33,854,371
34,845,380
35,836,389
36,828,397
37,825,400
38,819,406
39,816,409
40,806,419
41,800,425
42,786,439
43,775,450
44,766,459
45,760,465
46,750,475
47,749,476
48,742,483
49,734,491
50,727,498
51,721,504
52,713,512
53,710,515
54,704,521
55,698,527
56,692,533
57,688,537
58,681,544
59,675,550
60,669,556
61,664,561
62,655,570
63,652,573
64,646,579
65,639,586
66,636,589
67,625,600
68,623,602
69,619,606
70,616,609
71,608,617
72,600,625
73,593,632
74,585,640
75,580,645
76,573,652
77,570,655
78,563,662
79,558,667
80,557,668
81,554,671
82,550,675
83,550,675
84,545,680
85,541,684
86,537,688
87,532,693
88,527,698
89,523,702
90,521,704
91,518,707
92,514,711
93,510,715
94,506,719
95,504,721
96,503,722
97,496,729
98,493,732
99,490,735
100,488,737
101,487,738
102,484,741
103,480,745
104,476,749
105,473,752
106,470,755
107,470,755
108,466,759
109,463,762
110,460,765
111,458,767
112,455,770
113,454,771
114,450,775
115,448,777
116,443,782
117,439,786
118,436,789
119,435,790
120,433,792
121,431,794
122,427,798
123,424,801
124,423,802
125,421,804
126,419,806
127,413,812
128,411,814
129,407,818
130,403,822
131,401,824
132,401,824
133,400,825
134,397,828
135,396,829
136,395,830
137,393,832
138,391,834
139,388,837
140,388,837
141,385,840
142,385,840
143,383,842
144,382,843
145,377,848
146,377,848
147,374,851
148,370,855
149,365,860
150,360,865
151,353,872
152,351,874
153,350,875
154,348,877
155,348,877
156,348,877
157,347,878
158,345,880
159,339,886
160,338,887
161,337,888
162,336,889
163,334,891
164,333,892
165,333,892
166,331,894
167,330,895
168,329,896
169,328,897
170,328,897
171,328,897
172,326,899
173,326,899
174,320,905
175,317,908
176,315,910
177,313,912
178,310,915
179,308,917
180,304,921
181,302,923
182,302,923
183,302,923
184,302,923
185,301,924
186,299,926
187,296,929
188,293,932
189,288,937
190,288,937
191,285,940
192,283,942
193,282,943
194,282,943
195,281,944
196,280,945
197,278,947
198,276,949
199,274,951
200,1202,23
201,1192,33
202,1180,45
203,1175,50
204,1160,65
205,1155,70
206,1150,75
207,1145,80
208,1134,91
209,1121,104
210,1113,112
211,1103,122
212,1092,133
213,1083,142
214,1077,148
215,1073,152
216,1062,163
217,1054,171
218,1048,177
219,1034,191
220,1027,198
221,1018,207
222,1013,212
223,1007,218
224,998,227
225,992,233
226,986,239
227,983,242
228,975,250
229,964,261
230,960,265
231,951,274
232,943,282
233,929,296
234,921,304
235,914,311
236,908,317
237,900,325
238,889,336
239,884,341
240,878,347
241,869,356
242,862,363
243,858,367
244,852,373
245,842,383
246,830,395
247,823,402
248,816,409
249,809,416
250,807,418
251,794,431
252,786,439
253,771,454
254,767,458
255,763,462
256,759,466
257,755,470
258,750,475
259,745,480
260,740,485
261,730,495
262,724,501
263,719,506
264,717,508
265,709,516
266,699,526
267,691,534
268,685,540
269,679,546
270,673,552
271,669,556
272,665,560
273,663,562
274,657,568
275,654,571
276,649,576
277,646,579
278,641,584
279,635,590
280,626,599
281,622,603
282,616,609
283,615,610
284,613,612
285,608,617
286,602,623
287,597,628
288,591,634
289,585,640
290,582,643
291,578,647
292,569,656
293,565,660
294,559,666
295,551,674
296,547,678
297,541,684
298,538,687
299,535,690
300,527,698
301,521,704
302,520,705
303,518,707
304,514,711
305,511,714
306,505,720
307,501,724
308,496,729
309,492,733
310,486,739
311,485,740
312,482,743
313,477,748
314,476,749
315,473,752
316,470,755
317,465,760
318,462,763
319,460,765
320,457,768
321,457,768
322,454,771
323,452,773
324,450,775
325,447,778
326,444,781
327,444,781
328,440,785
329,438,787
330,438,787
331,435,790
332,431,794
333,428,797
334,424,801
335,423,802
336,418,807
337,417,808
338,415,810
339,412,813
340,410,815
341,404,821
342,403,822
343,396,829
344,394,831
345,393,832
346,393,832
347,391,834
348,389,836
349,386,839
350,381,844
351,378,847
352,377,848
353,374,851
354,368,857
355,364,861
356,360,865
357,358,867
358,357,868
359,351,874
360,349,876
361,345,880
362,342,883
363,341,884
364,340,885
365,340,885
366,337,888
367,335,890
368,329,896
369,329,896
370,329,896
371,326,899
372,323,902
373,322,903
374,320,905
375,319,906
376,315,910
377,312,913
378,312,913
379,312,913
380,311,914
381,310,915
382,310,915
383,310,915
384,308,917
385,306,919
386,304,921
387,304,921
388,304,921
389,302,923
390,300,925
391,300,925
392,296,929
393,294,931
394,291,934
395,290,935
396,289,936
397,287,938
398,285,940
399,283,942
400,283,942
401,282,943
402,279,946
403,279,946
404,277,948
405,275,950
406,273,952
407,268,957
408,266,959
409,265,960
410,265,960
411,263,962
412,261,964
413,260,965
414,259,966
415,259,966
416,258,967
417,257,968
418,254,971
419,248,977
420,248,977
421,247,978
422,243,982
423,243,982
424,241,984
425,241,984
426,239,986
427,239,986
428,239,986
429,238,987
430,238,987
431,237,988
432,233,992
433,232,993
434,231,994
435,231,994
436,230,995
437,229,996
438,227,998
439,226,999
440,226,999
441,225,1000
442,223,1002
443,222,1003
444,221,1004
445,220,1005
446,218,1007
447,214,1011
448,212,1013
449,209,1016
450,207,1018
451,205,1020
452,205,1020
453,204,1021
454,202,1023
455,202,1023
456,202,1023
457,200,1025
458,199,1026
459,199,1026
460,197,1028
461,194,1031
462,192,1033
463,189,1036
464,189,1036
465,188,1037
