0,1202,23
1,1192,33
2,1183,42
3,1178,47
4,1171,54
5,1163,62
6,1157,68
7,1149,76
8,1138,87
9,1132,93
10,1122,103
11,1116,109
12,1105,120
13,1100,125
14,1097,128
15,1092,133
16,1080,145
17,1074,151
18,1065,160
19,1059,166
20,1055,170
21,1045,180
22,1039,186
23,1032,193
24,1029,196
25,1024,201
26,1018,207
27,1013,212
28,1007,218
29,1001,224
30,997,228
31,996,229
32,992,233
33,988,237
34,984,241
35,976,249
36,973,252
37,966,259
38,961,264
39,954,271
40,950,275
41,940,285
42,934,291
43,930,295
44,924,301
45,920,305
46,917,308
47,911,314
48,908,317
49,905,320
50,897,328
51,892,333
52,891,334
53,884,341
54,878,347
55,875,350
56,870,355
57,866,359
58,864,361
59,862,363
60,859,366
61,857,368
62,854,371
63,852,373
64,846,379
65,841,384
66,838,387
67,832,393
68,828,397
69,816,409
70,814,411
71,811,414
72,808,417
73,805,420
74,802,423
75,797,428
76,794,431
77,790,435
78,787,438
79,782,443
80,779,446
81,775,450
82,775,450
83,769,456
84,767,458
85,765,460
86,762,463
87,761,464
88,757,468
89,753,472
90,752,473
91,749,476
92,748,477
93,746,479
94,743,482
95,739,486
96,737,488
97,736,489
98,732,493
99,729,496
100,726,499
101,725,500
102,723,502
103,720,505
104,719,506
105,718,507
106,717,508
107,716,509
108,710,515
109,708,517
110,705,520
111,698,527
112,693,532
113,692,533
114,690,535
115,688,537
116,687,538
117,684,541
118,679,546
119,675,550
120,674,551
121,673,552
122,670,555
123,667,558
124,666,559
125,665,560
126,664,561
127,663,562
128,662,563
129,662,563
130,660,565
131,658,567
132,654,571
133,652,573
134,650,575
135,649,576
136,649,576
137,648,577
138,647,578
139,646,579
140,645,580
141,644,581
142,642,583
143,637,588
144,636,589
145,635,590
146,633,592
147,631,594
148,628,597
149,623,602
150,621,604
151,620,605
152,619,606
153,618,607
154,616,609
155,614,611
156,612,613
157,612,613
158,609,616
159,605,620
160,605,620
161,603,622
162,602,623
163,600,625
164,598,627
165,596,629
166,595,630
167,593,632
168,592,633
169,591,634
170,588,637
171,586,639
172,585,640
173,584,641
174,584,641
175,583,642
176,582,643
177,582,643
178,580,645
179,578,647
180,577,648
181,576,649
182,575,650
183,572,653
184,570,655
185,568,657
186,568,657
187,566,659
188,566,659
189,565,660
190,563,662
191,563,662
192,561,664
193,561,664
194,561,664
195,558,667
196,556,669
197,555,670
198,554,671
199,554,671
200,1217,8
201,1214,11
202,1203,22
203,1188,37
204,1183,42
205,1171,54
206,1161,64
207,1145,80
208,1131,94
209,1118,107
210,1113,112
211,1104,121
212,1091,134
213,1079,146
214,1070,155
215,1063,162
216,1058,167
217,1048,177
218,1040,185
219,1027,198
220,1016,209
221,1008,217
222,1001,224
223,996,229
224,991,234
225,985,240
226,977,248
227,968,257
228,962,263
229,956,269
230,949,276
231,942,283
232,930,295
233,920,305
234,914,311
235,905,320
236,896,329
237,886,339
238,881,344
239,878,347
240,872,353
241,865,360
242,859,366
243,856,369
244,850,375
245,841,384
246,835,390
247,828,397
248,820,405
249,814,411
250,809,416
251,798,427
252,793,432
253,786,439
254,782,443
255,778,447
256,773,452
257,768,457
258,767,458
259,765,460
260,758,467
261,754,471
262,747,478
263,744,481
264,738,487
265,735,490
266,730,495
267,724,501
268,719,506
269,716,509
270,709,516
271,703,522
272,699,526
273,693,532
274,688,537
275,682,543
276,680,545
277,676,549
278,669,556
279,664,561
280,660,565
281,655,570
282,651,574
283,646,579
284,638,587
285,634,591
286,627,598
287,622,603
288,618,607
289,615,610
290,608,617
291,605,620
292,604,621
293,598,627
294,595,630
295,590,635
296,587,638
297,579,646
298,572,653
299,568,657
300,565,660
301,565,660
302,563,662
303,561,664
304,561,664
305,556,669
306,554,671
307,552,673
308,547,678
309,546,679
310,544,681
311,543,682
312,539,686
313,538,687
314,534,691
315,532,693
316,531,694
317,528,697
318,525,700
319,523,702
320,516,709
321,514,711
322,511,714
323,511,714
